split_id,well,mask_type,start_row,end_row,target_rows,known_rows_before,known_allowed_start_row,known_allowed_end_row,md_span,tvt_span,gr_missing_rate,local_slope_mean,local_slope_std,curvature_proxy,mask_seed
high_gr_missing__357c12f9__4323_5764,357c12f9,high_gr_missing,4323,5764,1442,4323,0,4322,1441.0,12.140000000001237,0.1435506241331484,-0.0054406662040238215,0.01901358543050726,0.005395833333764383,20260620
high_curvature__357c12f9__585_1738,357c12f9,high_curvature,585,1738,1154,585,0,584,1153.0,270.98999999999796,0.09185441941074524,0.23437120555073526,0.3118759081231999,0.006354166667230111,20260620
original_hidden__3584a6eb__1656_6149,3584a6eb,original_hidden,1656,6149,4494,1656,0,1655,4493.0,13.610000000000582,0.20004450378282154,-0.0020698864900959473,0.01105748546396393,0.004757346393977117,20260620
trailing_short__3584a6eb__4974_6149,3584a6eb,trailing_short,4974,6149,1176,4974,0,4973,1175.0,4.059999999999491,0.2066326530612245,0.0013106382978715354,0.009215233319036531,0.005068143100747201,20260620
trailing_long__3584a6eb__3295_6149,3584a6eb,trailing_long,3295,6149,2855,3295,0,3294,2854.0,5.569999999999709,0.2042031523642732,-0.00046601261387587464,0.011606733348062625,0.004693305293029938,20260620
mid_contiguous__3584a6eb__3058_4213,3584a6eb,mid_contiguous,3058,4213,1156,3058,0,3057,1155.0,4.600000000000364,0.17647058823529413,-0.0039826839826842975,0.012027373313129372,0.0048786828426463855,20260620
random_contiguous__3584a6eb__1222_3002,3584a6eb,random_contiguous,1222,3002,1781,1222,0,1221,1780.0,10.530000000000655,0.18528916339135318,0.002567415730336915,0.016068094391282386,0.00447442383418342,20260620
high_gr_missing__3584a6eb__4251_5788,3584a6eb,high_gr_missing,4251,5788,1538,4251,0,4250,1537.0,3.360000000000582,0.2444733420026008,-0.0001951854261543737,0.010521268986575157,0.00454427083368832,20260620
high_curvature__3584a6eb__635_1864,3584a6eb,high_curvature,635,1864,1230,635,0,634,1229.0,169.82999999999993,0.13983739837398373,0.13789259560618336,0.1937385222146768,0.005765472313210116,20260620
original_hidden__35b30c7f__1691_11269,35b30c7f,original_hidden,1691,11269,9579,1691,0,1690,9578.0,34.51000000000022,0.44388767094686293,-0.0017331384422633687,0.03888376473996749,0.00629215829638475,20260620
trailing_short__35b30c7f__9580_11269,35b30c7f,trailing_short,9580,11269,1690,9580,0,9579,1689.0,13.270000000000437,0.46272189349112425,0.007856719952634953,0.024463955024849413,0.005225118483907846,20260620
trailing_long__35b30c7f__5885_11269,35b30c7f,trailing_long,5885,11269,5385,5885,0,5884,5384.0,22.889999999999418,0.4638811513463324,0.000975111441307578,0.04448103562907824,0.006563254691187276,20260620
mid_contiguous__35b30c7f__5639_8183,35b30c7f,mid_contiguous,5639,8183,2545,5639,0,5638,2544.0,18.969999999999345,0.4172888015717092,0.0027201257861628357,0.021118272155934238,0.005489579237566794,20260620
random_contiguous__35b30c7f__2805_6196,35b30c7f,random_contiguous,2805,6196,3392,2805,0,2804,3391.0,18.769999999998618,0.4204009433962264,-0.0047095252138010454,0.021416161779222377,0.005345132743755305,20260620
high_gr_missing__35b30c7f__7542_10359,35b30c7f,high_gr_missing,7542,10359,2818,7542,0,7541,2817.0,21.089999999998327,0.5007097232079489,-0.0018849840255589247,0.055625308221558076,0.0073721590913826485,20260620
high_curvature__35b30c7f__8737_10990,35b30c7f,high_curvature,8737,10990,2254,8737,0,8736,2253.0,20.469999999997526,0.4866903283052351,-0.007731913004881604,0.06253098681640669,0.008348134991602507,20260620
original_hidden__35b3ef6a__1832_5735,35b3ef6a,original_hidden,1832,5735,3904,1832,0,1831,3903.0,37.11999999999898,0.38473360655737704,-0.00951063284652805,0.025369245023567865,0.00508200922653065,20260620
trailing_short__35b3ef6a__5078_5735,35b3ef6a,trailing_short,5078,5735,658,5078,0,5077,657.0,10.75,0.32978723404255317,-0.01400304414002878,0.0191514032499132,0.004375000000619566,20260620
trailing_long__35b3ef6a__1490_5735,35b3ef6a,trailing_long,1490,5735,4246,1490,0,1489,4245.0,41.55999999999949,0.3867169100329722,-0.009790341578327325,0.024557873301816625,0.005080113101345316,20260620
mid_contiguous__35b3ef6a__1980_3034,35b3ef6a,mid_contiguous,1980,3034,1055,1980,0,1979,1054.0,16.549999999999272,0.44454976303317534,-0.011356736242883629,0.023254222998422107,0.005299145299620275,20260620
random_contiguous__35b3ef6a__1277_3112,35b3ef6a,random_contiguous,1277,3112,1836,1277,0,1276,1835.0,29.389999999999418,0.42374727668845313,-0.013918256130789675,0.019513535278983588,0.005130861505434873,20260620
high_gr_missing__35b3ef6a__1605_3038,35b3ef6a,high_gr_missing,1605,3038,1434,1605,0,1604,1433.0,22.700000000000728,0.4456066945606695,-0.01254710397767019,0.020601612252733187,0.005405027933462488,20260620
high_curvature__35b3ef6a__1553_2699,35b3ef6a,high_curvature,1553,2699,1147,1553,0,1552,1146.0,22.700000000000728,0.4559721011333915,-0.016780104712041503,0.020410674293612693,0.005685589520184628,20260620
original_hidden__367456ce__1743_7311,367456ce,original_hidden,1743,7311,5569,1743,0,1742,5568.0,23.329999999999927,0.3462021906985096,0.0041900143678160785,0.03285326071134199,0.005599065924701644,20260620
trailing_short__367456ce__5579_7311,367456ce,trailing_short,5579,7311,1733,5579,0,5578,1732.0,21.159999999999854,0.35891517599538375,0.012217090069283981,0.01627716017908862,0.005158867707018925,20260620
trailing_long__367456ce__4003_7311,367456ce,trailing_long,4003,7311,3309,4003,0,4002,3308.0,21.530000000000655,0.3399818676337262,0.005586457073760449,0.03466702150562156,0.00592984578220125,20260620
mid_contiguous__367456ce__3267_4074,367456ce,mid_contiguous,3267,4074,808,3267,0,3266,807.0,4.170000000000073,0.3292079207920792,0.0021065675340777293,0.01392219641084332,0.004578163772058083,20260620
random_contiguous__367456ce__2839_5098,367456ce,random_contiguous,2839,5098,2260,2839,0,2838,2259.0,19.719999999999345,0.33141592920353985,0.007127047366091352,0.030132175533676697,0.006248892825957458,20260620
high_gr_missing__367456ce__1409_3236,367456ce,high_gr_missing,1409,3236,1828,1409,0,1408,1827.0,21.19999999999891,0.3812910284463895,-0.0023918992884514505,0.035716509838534596,0.00541621029626498,20260620
high_curvature__367456ce__4670_6131,367456ce,high_curvature,4670,6131,1462,4670,0,4669,1461.0,20.899999999999636,0.3508891928864569,-0.005051334702259424,0.04576014865123248,0.007452054795053238,20260620
original_hidden__368131f9__1577_6567,368131f9,original_hidden,1577,6567,4991,1577,0,1576,4990.0,43.05999999999949,0.6359447004608295,0.004901803607214254,0.11229532874731704,0.01010422930509801,20260620
trailing_short__368131f9__5226_6567,368131f9,trailing_short,5226,6567,1342,5226,0,5225,1341.0,18.01000000000022,0.5730253353204173,0.002557792692021097,0.13899856696737015,0.014529850746911602,20260620
trailing_long__368131f9__3364_6567,368131f9,trailing_long,3364,6567,3204,3364,0,3363,3203.0,34.60999999999876,0.6079900124843945,0.005482360287230563,0.09189259526437657,0.00895065584076,20260620
mid_contiguous__368131f9__2282_3305,368131f9,mid_contiguous,2282,3305,1024,2282,0,2281,1023.0,19.26000000000022,0.693359375,0.010244379276636914,0.1861768436503652,0.01687866927658631,20260620
random_contiguous__368131f9__4110_6156,368131f9,random_contiguous,4110,6156,2047,4110,0,4109,2046.0,21.899999999999636,0.6170004885197851,0.005845552297164774,0.11263069348804719,0.011129584352720552,20260620
high_gr_missing__368131f9__1330_2971,368131f9,high_gr_missing,1330,2971,1642,1330,0,1329,1641.0,20.899999999999636,0.7040194884287454,0.01118829981718389,0.14668795787933595,0.012457317073712169,20260620
high_curvature__368131f9__1962_3275,368131f9,high_curvature,1962,3275,1314,1962,0,1961,1313.0,21.840000000000146,0.6925418569254186,0.01061690784462962,0.1645141021247159,0.014832317073755137,20260620
original_hidden__368fe682__1480_6415,368fe682,original_hidden,1480,6415,4936,1480,0,1479,4935.0,28.6399999999976,0.03606158833063209,0.00218642350557225,0.022450253417177175,0.005137819214084372,20260620
trailing_short__368fe682__4930_6415,368fe682,trailing_short,4930,6415,1486,4930,0,4929,1485.0,9.44000000000051,0.04104979811574697,0.0008821548821545392,0.026045083641425354,0.005640161725582733,20260620
trailing_long__368fe682__3363_6415,368fe682,trailing_long,3363,6415,3053,3363,0,3362,3052.0,20.11999999999898,0.04061578774975434,-0.0027195281782435364,0.023470429208300263,0.00533267781102088,20260620
mid_contiguous__368fe682__2471_3568,368fe682,mid_contiguous,2471,3568,1098,2471,0,2470,1097.0,16.979999999999563,0.03825136612021858,0.015478577939835519,0.014333371206958054,0.004543795620902263,20260620
random_contiguous__368fe682__1063_2398,368fe682,random_contiguous,1063,2398,1336,1063,0,1062,1335.0,13.449999999998909,0.0187125748502994,-0.0036629213483128083,0.021771512063542695,0.004887556222369356,20260620
high_gr_missing__368fe682__4024_5627,368fe682,high_gr_missing,4024,5627,1604,4024,0,4023,1603.0,20.11999999999898,0.046134663341645885,-0.007897691827822741,0.027494855430549144,0.005842696629765675,20260620
high_curvature__368fe682__3857_5139,368fe682,high_curvature,3857,5139,1283,3857,0,3856,1282.0,19.219999999999345,0.043647700701480906,-0.013315132605305403,0.02891985113594831,0.006557377049725315,20260620
original_hidden__3690a146__1688_5760,3690a146,original_hidden,1688,5760,4073,1688,0,1687,4072.0,23.18000000000029,0.17677387674932482,0.002495088408644365,0.01997819232089073,0.005131417342588191,20260620
trailing_short__3690a146__4399_5760,3690a146,trailing_short,4399,5760,1362,4399,0,4398,1361.0,11.089999999998327,0.12187958883994127,0.007053637031593347,0.01679467316306531,0.005389705882730061,20260620
trailing_long__3690a146__2000_5760,3690a146,trailing_long,2000,5760,3761,2000,0,1999,3760.0,23.18000000000029,0.1808029779314012,0.005617021276595474,0.01732947702920778,0.005083798883082875,20260620
mid_contiguous__3690a146__2989_3830,3690a146,mid_contiguous,2989,3830,842,2989,0,2988,841.0,3.039999999999054,0.20902612826603326,-0.002259215219975786,0.00821149473344588,0.004833333333631561,20260620
random_contiguous__3690a146__756_1697,3690a146,random_contiguous,756,1697,942,756,0,755,941.0,108.44000000000233,0.14437367303609341,0.10392136025504875,0.1947767194415374,0.006500000000559862,20260620
high_gr_missing__3690a146__2289_3728,3690a146,high_gr_missing,2289,3728,1440,2289,0,2288,1439.0,16.289999999999054,0.2569444444444444,0.009409312022237007,0.019489629736918573,0.004735744089475133,20260620
high_curvature__3690a146__621_1772,3690a146,high_curvature,621,1772,1152,621,0,620,1151.0,200.07999999999993,0.14322916666666666,0.16231972198088612,0.26110689054571307,0.007347826087458563,20260620
original_hidden__37344c2a__1746_6942,37344c2a,original_hidden,1746,6942,5197,1746,0,1745,5196.0,40.07999999999993,0.14354435251106407,0.0020515781370284555,0.030822476430708415,0.005114533205439633,20260620
trailing_short__37344c2a__5490_6942,37344c2a,trailing_short,5490,6942,1453,5490,0,5489,1452.0,25.55000000000109,0.15554026152787337,-0.004104683195592938,0.04632155018050993,0.005658166782048372,20260620
trailing_long__37344c2a__2206_6942,37344c2a,trailing_long,2206,6942,4737,2206,0,2205,4736.0,40.07999999999993,0.1458729153472662,0.0026182432432427824,0.032086552157346994,0.00512777191172885,20260620
mid_contiguous__37344c2a__2882_4385,37344c2a,mid_contiguous,2882,4385,1504,2882,0,2881,1503.0,6.029999999998836,0.14095744680851063,-0.0033932135728545333,0.010725344182668402,0.004434087883066226,20260620
random_contiguous__37344c2a__4322_6301,37344c2a,random_contiguous,4322,6301,1980,4322,0,4321,1979.0,39.720000000001164,0.13737373737373737,0.011268317331986404,0.0431264081050887,0.005626895854918477,20260620
high_gr_missing__37344c2a__5198_6933,37344c2a,high_gr_missing,5198,6933,1736,5198,0,5197,1735.0,34.18000000000029,0.15668202764976957,0.005002881844380571,0.04730412357256671,0.00549019607897921,20260620
high_curvature__37344c2a__4284_5672,37344c2a,high_curvature,4284,5672,1389,4284,0,4283,1388.0,35.36000000000058,0.13894888408927286,0.02547550432276699,0.03382854471338854,0.005868781543396275,20260620
original_hidden__373ef48b__1483_4991,373ef48b,original_hidden,1483,4991,3509,1483,0,1482,3508.0,14.30999999999949,0.4579652322599031,0.001120296465222432,0.021815393933068878,0.005389221557312992,20260620
trailing_short__373ef48b__3769_4991,373ef48b,trailing_short,3769,4991,1223,3769,0,3768,1222.0,4.219999999999345,0.5208503679476697,0.0006055646481176609,0.012006268212869764,0.005110565110915024,20260620
trailing_long__373ef48b__2197_4991,373ef48b,trailing_long,2197,4991,2795,2197,0,2196,2794.0,13.950000000000728,0.48694096601073344,0.0024874731567641048,0.023043422189717035,0.0053276047265474495,20260620
mid_contiguous__373ef48b__2036_3064,373ef48b,mid_contiguous,2036,3064,1029,2036,0,2035,1028.0,14.30999999999949,0.4392614188532556,0.00980544747081705,0.02597441665408622,0.005189873418265197,20260620
random_contiguous__373ef48b__2746_4118,373ef48b,random_contiguous,2746,4118,1373,2746,0,2745,1372.0,13.3799999999992,0.4741442097596504,-0.0027623906705532466,0.023309155275327845,0.005594456601500166,20260620
high_gr_missing__373ef48b__3379_4626,373ef48b,high_gr_missing,3379,4626,1248,3379,0,3378,1247.0,9.909999999999854,0.5400641025641025,0.005348837209302384,0.013161852724155832,0.005104333868811399,20260620
high_curvature__373ef48b__513_1510,373ef48b,high_curvature,513,1510,998,513,0,512,997.0,145.6900000000005,0.2905811623246493,0.14612838515546692,0.22088146466146183,0.007289156627136315,20260620
original_hidden__374be387__1837_11801,374be387,original_hidden,1837,11801,9965,1837,0,1836,9964.0,23.910000000001673,0.6087305569493227,-0.0009092733841831904,0.021498373112430986,0.005371875941441399,20260620
trailing_short__374be387__9609_11801,374be387,trailing_short,9609,11801,2193,9609,0,9608,2192.0,9.18999999999869,0.5289557683538532,-0.002239963503649569,0.016959884226946602,0.0052487448657567845,20260620
trailing_long__374be387__5187_11801,374be387,trailing_long,5187,11801,6615,5187,0,5186,6614.0,22.340000000000146,0.5788359788359788,-0.0014439068642275615,0.020041952859563218,0.005325873280304164,20260620
mid_contiguous__374be387__4190_6557,374be387,mid_contiguous,4190,6557,2368,4190,0,4189,2367.0,17.670000000000073,0.6195101351351351,0.004980988593155494,0.022741676234941634,0.005726965342797863,20260620
random_contiguous__374be387__4530_6446,374be387,random_contiguous,4530,6446,1917,4530,0,4529,1916.0,10.700000000000728,0.6218049034950444,0.0006576200417537674,0.018893882855758586,0.005545691906450176,20260620
high_gr_missing__374be387__1404_4353,374be387,high_gr_missing,1404,4353,2950,1404,0,1403,2949.0,23.910000000001673,0.6796610169491526,-0.00012885723974263093,0.02215845885502686,0.0051526458622361765,20260620
high_curvature__374be387__3475_5834,374be387,high_curvature,3475,5834,2360,3475,0,3474,2359.0,23.63000000000102,0.6262711864406779,0.007668503603221766,0.021532793585213983,0.0058821034779510265,20260620
original_hidden__37d36812__1650_6016,37d36812,original_hidden,1650,6016,4367,1650,0,1649,4366.0,33.92000000000007,0.2518891687657431,0.007473660100778978,0.03395462761322409,0.006054982818376216,20260620
trailing_short__37d36812__4687_6016,37d36812,trailing_short,4687,6016,1330,4687,0,4686,1329.0,13.659999999999854,0.25263157894736843,0.004499623777277187,0.025528164263484966,0.004984939759583266,20260620
trailing_long__37d36812__1806_6016,37d36812,trailing_long,1806,6016,4211,1806,0,1805,4210.0,32.63999999999942,0.24887200189978628,0.007489311163895642,0.03450691699397628,0.006077453077256308,20260620
mid_contiguous__37d36812__2426_3427,37d36812,mid_contiguous,2426,3427,1002,2426,0,2425,1001.0,22.149999999999636,0.25449101796407186,0.021428571428572154,0.05797151409455624,0.009110000000529908,20260620
random_contiguous__37d36812__745_2369,37d36812,random_contiguous,745,2369,1625,745,0,744,1624.0,76.84000000000015,0.2683076923076923,0.043959359605912095,0.13217636681502115,0.007547751078772427,20260620
high_gr_missing__37d36812__1334_2837,37d36812,high_gr_missing,1334,2837,1504,1334,0,1333,1503.0,14.640000000001237,0.30851063829787234,-0.002781104457751358,0.02808094685769547,0.004980026631613518,20260620
high_curvature__37d36812__604_1806,37d36812,high_curvature,604,1806,1203,604,0,603,1202.0,160.53000000000065,0.22610141313383209,0.12146422628951747,0.23044704973209712,0.009075770191995979,20260620
original_hidden__38991fd4__1747_6544,38991fd4,original_hidden,1747,6544,4798,1747,0,1746,4797.0,28.31999999999971,0.27032096706961234,-0.0025182405670210396,0.018493273875739805,0.004462051710317103,20260620
trailing_short__38991fd4__5623_6544,38991fd4,trailing_short,5623,6544,922,5623,0,5622,921.0,16.1299999999992,0.24295010845986983,0.01751357220412508,0.01665926264468469,0.0048260869570897385,20260620
trailing_long__38991fd4__3089_6544,38991fd4,trailing_long,3089,6544,3456,3089,0,3088,3455.0,26.3799999999992,0.2679398148148148,-0.002946454413892993,0.019225262972024936,0.004432541980832846,20260620
mid_contiguous__38991fd4__2747_3799,38991fd4,mid_contiguous,2747,3799,1053,2747,0,2746,1052.0,8.430000000000291,0.2716049382716049,-0.004268060836501694,0.01313632842071309,0.003958135110049445,20260620
random_contiguous__38991fd4__2249_4142,38991fd4,random_contiguous,2249,4142,1894,2249,0,2248,1893.0,8.479999999999563,0.2824709609292503,0.0009138932910721413,0.013443528354784627,0.004619450317625515,20260620
high_gr_missing__38991fd4__2995_4630,38991fd4,high_gr_missing,2995,4630,1636,2995,0,2994,1635.0,14.709999999999127,0.29645476772616136,-0.008177370030581528,0.013508827393531367,0.004167686659080838,20260620
high_curvature__38991fd4__2072_3380,38991fd4,high_curvature,2072,3380,1309,2072,0,2071,1308.0,8.479999999999563,0.28036669213139803,-0.0007798165137618017,0.01612746880695993,0.0050956388681617695,20260620
original_hidden__389ae58f__1738_8200,389ae58f,original_hidden,1738,8200,6463,1738,0,1737,6462.0,68.5,0.1954200835525298,0.007999071494893019,0.1108932444621796,0.008624052004882303,20260620
trailing_short__389ae58f__6153_8200,389ae58f,trailing_short,6153,8200,2048,6153,0,6152,2047.0,17.770000000000437,0.17919921875,-0.0015876893014167073,0.07336739600908322,0.009066471163811323,20260620
trailing_long__389ae58f__2330_8200,389ae58f,trailing_long,2330,8200,5871,2330,0,2329,5870.0,39.1200000000008,0.19911429058082097,0.003800681431005024,0.11533235198113873,0.00913613903612422,20260620
mid_contiguous__389ae58f__3349_4866,389ae58f,mid_contiguous,3349,4866,1518,3349,0,3348,1517.0,4.75,0.24967061923583664,-0.002544495715227806,0.015629575064683706,0.0052704485491532815,20260620
random_contiguous__389ae58f__2783_5406,389ae58f,random_contiguous,2783,5406,2624,2783,0,2782,2623.0,15.659999999999854,0.2229420731707317,0.00555852077773539,0.018887842078120866,0.004954233410059058,20260620
high_gr_missing__389ae58f__3630_5679,389ae58f,high_gr_missing,3630,5679,2050,3630,0,3629,2049.0,9.480000000001382,0.24048780487804877,0.002337725719863774,0.17991932237552669,0.013203125000387672,20260620
high_curvature__389ae58f__3969_5608,389ae58f,high_curvature,3969,5608,1640,3969,0,3968,1639.0,9.480000000001382,0.23841463414634145,0.004405125076265616,0.20105486761250002,0.015402930403284384,20260620
original_hidden__3932faa6__1936_7387,3932faa6,original_hidden,1936,7387,5452,1936,0,1935,5451.0,52.1299999999992,0.30502567865003666,-0.0005650339387268258,0.03189386779708631,0.00465688073448216,20260620
trailing_short__3932faa6__6019_7387,3932faa6,trailing_short,6019,7387,1369,6019,0,6018,1368.0,19.18999999999869,0.24324324324324326,-0.008888888888888783,0.03179925050506328,0.004528163862902738,20260620
trailing_long__3932faa6__3341_7387,3932faa6,trailing_long,3341,7387,4047,3341,0,3340,4046.0,52.1299999999992,0.2668643439584878,0.005346020761245477,0.031590189644777965,0.004865265760743769,20260620
mid_contiguous__3932faa6__2313_4151,3932faa6,mid_contiguous,2313,4151,1839,2313,0,2312,1838.0,29.779999999998836,0.34964654703643283,-0.004700761697496963,0.03376441310693834,0.004442025041554161,20260620
random_contiguous__3932faa6__2713_5284,3932faa6,random_contiguous,2713,5284,2572,2713,0,2712,2571.0,52.029999999998836,0.28304821150855364,0.00944768572539831,0.0360636873112754,0.0049494163430555665,20260620
high_gr_missing__3932faa6__1240_3086,3932faa6,high_gr_missing,1240,3086,1847,1240,0,1239,1846.0,37.43000000000029,0.42122360584732,-0.020276273022752055,0.02656131218243881,0.0042710027105491944,20260620
high_curvature__3932faa6__3918_5395,3932faa6,high_curvature,3918,5395,1478,3918,0,3917,1477.0,39.35999999999876,0.2516914749661705,0.026452268111035685,0.021279484064368328,0.005704607046509236,20260620
original_hidden__398dce4b__1839_5004,398dce4b,original_hidden,1839,5004,3166,1839,0,1838,3165.0,24.31000000000131,0.4990524320909665,0.0043696682464454744,0.018912515713176568,0.004516434892984038,20260620
trailing_short__398dce4b__3880_5004,398dce4b,trailing_short,3880,5004,1125,3880,0,3879,1124.0,18.56000000000131,0.4871111111111111,0.0165124555160154,0.017375096344321248,0.0047551202142301005,20260620
trailing_long__398dce4b__1757_5004,398dce4b,trailing_long,1757,5004,3248,1757,0,1756,3247.0,24.31000000000131,0.49722906403940886,0.003960578995996483,0.01885926803445264,0.004522489217946292,20260620
mid_contiguous__398dce4b__1895_3009,398dce4b,mid_contiguous,1895,3009,1115,1895,0,1894,1114.0,2.5799999999999272,0.4959641255605381,0.0011759425493695437,0.008070577103037416,0.00409703504062039,20260620
random_contiguous__398dce4b__1673_2613,398dce4b,random_contiguous,1673,2613,941,1673,0,1672,940.0,1.8700000000008004,0.5069075451647184,-0.0012765957446816251,0.006363800977339541,0.004132055378175208,20260620
high_gr_missing__398dce4b__3473_4723,398dce4b,high_gr_missing,3473,4723,1251,3473,0,3472,1250.0,12.340000000000146,0.5275779376498801,0.009872000000000117,0.01076956897932498,0.004883907126166886,20260620
high_curvature__398dce4b__916_1916,398dce4b,high_curvature,916,1916,1001,916,0,915,1000.0,60.659999999999854,0.4225774225774226,0.05098999999999978,0.12069432422446554,0.005775775776229595,20260620
original_hidden__39b51819__2151_6381,39b51819,original_hidden,2151,6381,4231,2151,0,2150,4230.0,10.319999999999709,0.5582604585204444,0.00027659574468086827,0.01504741429040614,0.005029557815372874,20260620
trailing_short__39b51819__5178_6381,39b51819,trailing_short,5178,6381,1204,5178,0,5177,1203.0,1.9599999999991269,0.4393687707641196,-0.001396508728178281,0.01754826772639545,0.005615640599274058,20260620
trailing_long__39b51819__2717_6381,39b51819,trailing_long,2717,6381,3665,2717,0,2716,3664.0,7.429999999998472,0.5604365620736699,0.000728711790393033,0.014456627832828093,0.0050696150698826496,20260620
mid_contiguous__39b51819__2288_3341,39b51819,mid_contiguous,2288,3341,1054,2288,0,2287,1053.0,9.720000000001164,0.6053130929791272,0.005185185185186084,0.0186813355288148,0.004458174905341138,20260620
random_contiguous__39b51819__1888_2935,39b51819,random_contiguous,1888,2935,1048,1888,0,1887,1047.0,8.399999999999636,0.5543893129770993,0.004412607449855761,0.018717569944412323,0.0046653919698169035,20260620
high_gr_missing__39b51819__2976_4571,39b51819,high_gr_missing,2976,4571,1596,2976,0,2975,1595.0,4.149999999999636,0.650375939849624,-0.0013354231974916611,0.01046431609523891,0.004993726474517637,20260620
high_curvature__39b51819__4988_6263,39b51819,high_curvature,4988,6263,1276,4988,0,4987,1275.0,1.8799999999991996,0.4663009404388715,-7.058823529423178e-05,0.017018874114495857,0.005588697017473246,20260620
original_hidden__3a0af893__1653_4579,3a0af893,original_hidden,1653,4579,2927,1653,0,1652,2926.0,27.18000000000029,0.5175948069695935,0.007269309637730839,0.022270948374326565,0.0056444444449892835,20260620
trailing_short__3a0af893__3629_4579,3a0af893,trailing_short,3629,4579,951,3629,0,3628,950.0,4.829999999999927,0.4952681388012618,-0.003126315789472995,0.022627762224056276,0.006986301370312605,20260620
trailing_long__3a0af893__2001_4579,3a0af893,trailing_long,2001,4579,2579,2001,0,2000,2578.0,26.7599999999984,0.5075610701822412,0.007742435996897186,0.023170540014306313,0.005638339154608042,20260620
mid_contiguous__3a0af893__1752_2881,3a0af893,mid_contiguous,1752,2881,1130,1752,0,1751,1129.0,14.2599999999984,0.5389380530973451,0.011665190434012465,0.01712946177119549,0.005257092199181698,20260620
random_contiguous__3a0af893__2203_3443,3a0af893,random_contiguous,2203,3443,1241,2203,0,2202,1240.0,23.899999999999636,0.5100725221595488,0.01720161290322575,0.02121680703179334,0.00481840193770319,20260620
high_gr_missing__3a0af893__945_2089,3a0af893,high_gr_missing,945,2089,1145,945,0,944,1144.0,3.3799999999991996,0.617467248908297,-2.622377622275861e-05,0.013045751032656098,0.004986876640859815,20260620
high_curvature__3a0af893__3663_4578,3a0af893,high_curvature,3663,4578,916,3663,0,3662,915.0,4.819999999999709,0.4978165938864629,-0.002786885245900844,0.022913318307741525,0.007035010941373108,20260620
original_hidden__3a223519__1998_6580,3a223519,original_hidden,1998,6580,4583,1998,0,1997,4582.0,18.5,0.0914248308967925,-0.003245307725883671,0.02295423812806308,0.006068543986331661,20260620
trailing_short__3a223519__5888_6580,3a223519,trailing_short,5888,6580,693,5888,0,5887,692.0,3.4899999999997817,0.1240981240981241,0.0035404624277467164,0.008819469648040102,0.005079594790338509,20260620
trailing_long__3a223519__3900_6580,3a223519,trailing_long,3900,6580,2681,3900,0,3899,2680.0,16.06999999999971,0.09548675867213727,-0.003958955223880136,0.020383409674378735,0.006300858529617406,20260620
mid_contiguous__3a223519__2202_3787,3a223519,mid_contiguous,2202,3787,1586,2202,0,2201,1585.0,6.300000000001091,0.08448928121059268,-0.002940063091482558,0.028434431808984775,0.0057449494952747085,20260620
random_contiguous__3a223519__2703_4637,3a223519,random_contiguous,2703,4637,1935,2703,0,2702,1934.0,4.980000000001382,0.08578811369509044,-0.0016287487073430482,0.03317692100965417,0.007604759441636238,20260620
high_gr_missing__3a223519__704_2348,3a223519,high_gr_missing,704,2348,1645,704,0,703,1644.0,277.5400000000009,0.1270516717325228,0.16597931873479368,0.2532587168775747,0.005477784540812412,20260620
high_curvature__3a223519__3422_4737,3a223519,high_curvature,3422,4737,1316,3422,0,3421,1315.0,4.119999999998981,0.0797872340425532,-0.0030874524714825024,0.026165093615911506,0.00799847793028811,20260620
original_hidden__3a7dd95d__1248_4319,3a7dd95d,original_hidden,1248,4319,3072,1248,0,1247,3071.0,27.649999999999636,0.4736328125,-0.0020351676978183,0.030789990433126885,0.004908794788780113,20260620
trailing_short__3a7dd95d__3408_4319,3a7dd95d,trailing_short,3408,4319,912,3408,0,3407,911.0,15.039999999999054,0.48793859649122806,-0.005982436882547451,0.037276899009560015,0.005483516483969992,20260620
trailing_long__3a7dd95d__1640_4319,3a7dd95d,trailing_long,1640,4319,2680,1640,0,1639,2679.0,27.649999999999636,0.4742537313432836,0.0023329600597237774,0.029410780803690927,0.004992531740606808,20260620
mid_contiguous__3a7dd95d__1964_2756,3a7dd95d,mid_contiguous,1964,2756,793,1964,0,1963,792.0,4.889999999999418,0.4943253467843632,0.0061742424242416894,0.011084384465164882,0.004108723135694935,20260620
random_contiguous__3a7dd95d__2553_3484,3a7dd95d,random_contiguous,2553,3484,932,2553,0,2552,931.0,20.079999999999927,0.4699570815450644,0.02098818474758223,0.014092332857344124,0.004741935484477141,20260620
high_gr_missing__3a7dd95d__3091_4170,3a7dd95d,high_gr_missing,3091,4170,1080,3091,0,3090,1079.0,15.039999999999054,0.5074074074074074,-0.002919369786839329,0.03509161827280048,0.005528756957820289,20260620
high_curvature__3a7dd95d__434_1297,3a7dd95d,high_curvature,434,1297,864,434,0,433,863.0,112.15000000000146,0.36226851851851855,0.12945538818076613,0.1858145577283576,0.008329466357922989,20260620
original_hidden__3a824aa7__1477_5677,3a824aa7,original_hidden,1477,5677,4201,1477,0,1476,4200.0,17.610000000000582,0.47179243037372054,0.0008071428571431517,0.020628019465638248,0.005194093832316865,20260620
trailing_short__3a824aa7__4745_5677,3a824aa7,trailing_short,4745,5677,933,4745,0,4744,932.0,2.2700000000004366,0.43837084673097537,0.0012768240343353104,0.00822044578895618,0.005316863587757932,20260620
