id,well,row,route,confidence,baseline_tvt,input_tvt,residual_raw,residual_smoothed,residual_scaled,residual_clipped,residual_post,post_tvt,delta_from_input,window,step_cap,residual_low,residual_high,post_tvt_guarded
000d7d20_3073,000d7d20,3073,gr_residual,0.3880446849320338,11763.690000000355,11749.239351666369,-14.450648333986464,-14.450648333986464,-14.450648333986464,-14.450648333986464,-14.450648333986464,11749.239351666369,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.239351666369
000d7d20_3074,000d7d20,3074,gr_residual,0.3880446849320338,11763.700000000355,11749.237212068014,-14.462787932341598,-14.456088812492453,-14.459163483990924,-14.459163483990924,-14.459163483990924,11749.237212068014,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.240836516365
000d7d20_3075,000d7d20,3075,gr_residual,0.3880446849320338,11763.710000000356,11749.253911187863,-14.456088812492453,-14.462787932341598,-14.459713260843127,-14.459713260843127,-14.459713260843127,11749.253911187863,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.250286739512
000d7d20_3076,000d7d20,3076,gr_residual,0.3880446849320338,11763.720000000358,11749.247368070868,-14.47263192948958,-14.470171841614501,-14.471300939502518,-14.471300939502518,-14.471300939502518,11749.247368070868,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.248699060856
000d7d20_3077,000d7d20,3077,gr_residual,0.3880446849320338,11763.730000000358,11749.259828158743,-14.470171841614501,-14.47263192948958,-14.471502831601564,-14.471502831601564,-14.471502831601564,11749.259828158743,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.258497168756
000d7d20_3078,000d7d20,3078,gr_residual,0.3880446849320338,11763.740000000358,11749.23516157858,-14.504838421778913,-14.499435006926433,-14.501914993255301,-14.501914993255301,-14.501914993255301,11749.23516157858,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.238085007102
000d7d20_3079,000d7d20,3079,gr_residual,0.3880446849320338,11763.750000000358,11749.250564993432,-14.499435006926433,-14.504838421778913,-14.502358435450045,-14.502358435450045,-14.502358435450045,11749.250564993432,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.247641564909
000d7d20_3080,000d7d20,3080,gr_residual,0.3880446849320338,11763.76000000036,11749.237928908546,-14.522071091814723,-14.516678093556038,-14.519153299017454,-14.519153299017454,-14.519153299017454,11749.237928908546,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.240846701343
000d7d20_3081,000d7d20,3081,gr_residual,0.3880446849320338,11763.77000000036,11749.253321906805,-14.516678093556038,-14.522071091814723,-14.519595886353308,-14.519595886353308,-14.519595886353308,11749.253321906805,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.250404114007
000d7d20_3082,000d7d20,3082,gr_residual,0.3880446849320338,11763.78000000036,11749.248485333654,-14.531514666707153,-14.531514666707153,-14.531514666707153,-14.531514666707153,-14.531514666707153,11749.248485333654,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.248485333654
000d7d20_3083,000d7d20,3083,gr_residual,0.3880446849320338,11763.79000000036,11749.254932979866,-14.535067020493443,-14.535067020493443,-14.535067020493443,-14.535067020493443,-14.535067020493443,11749.254932979866,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.254932979866
000d7d20_3084,000d7d20,3084,gr_residual,0.3880446849320338,11763.80000000036,11749.22965097992,-14.570349020439608,-14.570349020439608,-14.570349020439608,-14.570349020439608,-14.570349020439608,11749.22965097992,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.22965097992
000d7d20_3085,000d7d20,3085,gr_residual,0.3880446849320338,11763.81000000036,11749.23823521647,-14.571764783890103,-14.571764783890103,-14.571764783890103,-14.571764783890103,-14.571764783890103,11749.23823521647,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.23823521647
000d7d20_3086,000d7d20,3086,gr_residual,0.3880446849320338,11763.82000000036,11749.241787553668,-14.578212446691396,-14.578212446691396,-14.578212446691396,-14.578212446691396,-14.578212446691396,11749.241787553668,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.241787553668
000d7d20_3087,000d7d20,3087,gr_residual,0.3880446849320338,11763.83000000036,11749.237837347926,-14.592162652434126,-14.58977247673829,-14.59086948727905,-14.59086948727905,-14.59086948727905,11749.237837347926,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.23913051308
000d7d20_3088,000d7d20,3088,gr_residual,0.3880446849320338,11763.84000000036,11749.250227523622,-14.58977247673829,-14.592162652434126,-14.591065641893366,-14.591065641893366,-14.591065641893366,11749.250227523622,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.248934358468
000d7d20_3089,000d7d20,3089,gr_residual,0.3880446849320338,11763.85000000036,11749.255163204449,-14.59483679591176,-14.59483679591176,-14.59483679591176,-14.59483679591176,-14.59483679591176,11749.255163204449,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.255163204449
000d7d20_3090,000d7d20,3090,gr_residual,0.3880446849320338,11763.86000000036,11749.263453382868,-14.596546617493004,-14.596546617493004,-14.596546617493004,-14.596546617493004,-14.596546617493004,11749.263453382868,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.263453382868
000d7d20_3091,000d7d20,3091,gr_residual,0.3880446849320338,11763.87000000036,11749.24475642109,-14.6252435792685,-14.6252435792685,-14.6252435792685,-14.6252435792685,-14.6252435792685,11749.24475642109,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.24475642109
000d7d20_3092,000d7d20,3092,gr_residual,0.3880446849320338,11763.88000000036,11749.252741656985,-14.627258343374706,-14.627258343374706,-14.627258343374706,-14.627258343374706,-14.627258343374706,11749.252741656985,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.252741656985
000d7d20_3093,000d7d20,3093,gr_residual,0.3880446849320338,11763.89000000036,11749.262490391293,-14.627509609066692,-14.627509609066692,-14.627509609066692,-14.627509609066692,-14.627509609066692,11749.262490391293,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.262490391293
000d7d20_3094,000d7d20,3094,gr_residual,0.3880446849320338,11763.900000000362,11749.248345819622,-14.65165418073957,-14.644046086244998,-14.647537946642618,-14.647537946642618,-14.647537946642618,11749.248345819622,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.252462053719
000d7d20_3095,000d7d20,3095,gr_residual,0.3880446849320338,11763.910000000362,11749.265953914117,-14.644046086244998,-14.647739977714082,-14.64604460532574,-14.64604460532574,-14.64604460532574,11749.265953914117,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.263955395036
000d7d20_3096,000d7d20,3096,gr_residual,0.3880446849320338,11763.920000000362,11749.255160856654,-14.664839143708377,-14.65165418073957,-14.657705636865373,-14.657705636865373,-14.657705636865373,11749.255160856654,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.262294363496
000d7d20_3097,000d7d20,3097,gr_residual,0.3880446849320338,11763.930000000362,11749.282260022648,-14.647739977714082,-14.664839143708377,-14.656991199573298,-14.656991199573298,-14.656991199573298,11749.282260022648,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.273008800788
000d7d20_3098,000d7d20,3098,gr_residual,0.3880446849320338,11763.940000000362,11749.27342000903,-14.666579991331673,-14.666579991331673,-14.666579991331673,-14.666579991331673,-14.666579991331673,11749.27342000903,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.27342000903
000d7d20_3099,000d7d20,3099,gr_residual,0.3880446849320338,11763.950000000365,11749.2761646388,-14.67383536156376,-14.671654018840854,-14.672655182045805,-14.672655182045805,-14.672655182045805,11749.2761646388,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.277344818318
000d7d20_3100,000d7d20,3100,gr_residual,0.3880446849320338,11763.960000000365,11749.288345981524,-14.671654018840854,-14.67383536156376,-14.67283419835881,-14.67283419835881,-14.67283419835881,11749.288345981524,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.287165802007
000d7d20_3101,000d7d20,3101,gr_residual,0.3880446849320338,11763.970000000363,11749.278498244032,-14.69150175633149,-14.690060611283116,-14.690722048562218,-14.690722048562218,-14.690722048562218,11749.278498244032,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.2792779518
000d7d20_3102,000d7d20,3102,gr_residual,0.3880446849320338,11763.980000000363,11749.28993938908,-14.690060611283116,-14.69150175633149,-14.690840319052388,-14.690840319052388,-14.690840319052388,11749.28993938908,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.289159681312
000d7d20_3103,000d7d20,3103,gr_residual,0.3880446849320338,11763.990000000364,11749.289431384062,-14.700568616301098,-14.700568616301098,-14.700568616301098,-14.700568616301098,-14.700568616301098,11749.289431384062,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.289431384062
000d7d20_3104,000d7d20,3104,gr_residual,0.3880446849320338,11764.000000000364,11749.292845002195,-14.707154998168335,-14.707154998168335,-14.707154998168335,-14.707154998168335,-14.707154998168335,11749.292845002195,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.292845002195
000d7d20_3105,000d7d20,3105,gr_residual,0.3880446849320338,11764.010000000364,11749.300133036246,-14.709866964118191,-14.709866964118191,-14.709866964118191,-14.709866964118191,-14.709866964118191,11749.300133036246,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.300133036246
000d7d20_3106,000d7d20,3106,gr_residual,0.3880446849320338,11764.020000000364,11749.290691318456,-14.729308681908151,-14.729308681908151,-14.729308681908151,-14.729308681908151,-14.729308681908151,11749.290691318456,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.290691318456
000d7d20_3107,000d7d20,3107,gr_residual,0.3880446849320338,11764.030000000364,11749.294826545349,-14.735173455015683,-14.735173455015683,-14.735173455015683,-14.735173455015683,-14.735173455015683,11749.294826545349,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.294826545349
000d7d20_3108,000d7d20,3108,gr_residual,0.3880446849320338,11764.040000000365,11749.264479659909,-14.775520340455842,-14.773278931226741,-14.774307662944985,-14.774307662944985,-14.774307662944985,11749.264479659909,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.26569233742
000d7d20_3109,000d7d20,3109,gr_residual,0.3880446849320338,11764.050000000365,11749.276721069138,-14.773278931226741,-14.775520340455842,-14.774491608737598,-14.774491608737598,-14.774491608737598,11749.276721069138,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.275508391627
000d7d20_3110,000d7d20,3110,gr_residual,0.3880446849320338,11764.060000000363,11749.280749873613,-14.779250126750412,-14.779250126750412,-14.779250126750412,-14.779250126750412,-14.779250126750412,11749.280749873613,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.280749873613
000d7d20_3111,000d7d20,3111,gr_residual,0.3880446849320338,11764.070000000364,11749.279225147618,-14.790774852745017,-14.790774852745017,-14.790774852745017,-14.790774852745017,-14.790774852745017,11749.279225147618,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.279225147618
000d7d20_3112,000d7d20,3112,gr_residual,0.3880446849320338,11764.080000000366,11749.282912477474,-14.797087522891161,-14.797087522891161,-14.797087522891161,-14.797087522891161,-14.797087522891161,11749.282912477474,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.282912477474
000d7d20_3113,000d7d20,3113,gr_residual,0.3880446849320338,11764.090000000366,11749.27655620134,-14.813443799026572,-14.813443799026572,-14.813443799026572,-14.813443799026572,-14.813443799026572,11749.27655620134,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.27655620134
000d7d20_3114,000d7d20,3114,gr_residual,0.3880446849320338,11764.100000000366,11749.265715068876,-14.834284931490402,-14.833535516541815,-14.83387947288755,-14.83387947288755,-14.83387947288755,11749.265715068876,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.266120527478
000d7d20_3115,000d7d20,3115,gr_residual,0.3880446849320338,11764.110000000366,11749.276464483824,-14.833535516541815,-14.834284931490402,-14.833940975144667,-14.833940975144667,-14.833940975144667,11749.276464483824,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.276059025222
000d7d20_3116,000d7d20,3116,gr_residual,0.3880446849320338,11764.120000000366,11749.273426852806,-14.846573147560775,-14.846573147560775,-14.846573147560775,-14.846573147560775,-14.846573147560775,11749.273426852806,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.273426852806
000d7d20_3117,000d7d20,3117,gr_residual,0.3880446849320338,11764.130000000368,11749.274137628994,-14.855862371374315,-14.854515081851787,-14.855133442589972,-14.855133442589972,-14.855133442589972,11749.274137628994,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.274866557778
000d7d20_3118,000d7d20,3118,gr_residual,0.3880446849320338,11764.140000000369,11749.285484918517,-14.854515081851787,-14.855862371374315,-14.855244010636131,-14.855244010636131,-14.855244010636131,11749.285484918517,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.284755989733
000d7d20_3119,000d7d20,3119,gr_residual,0.3880446849320338,11764.150000000369,11749.273679733473,-14.876320266896073,-14.876075532876712,-14.876187857589656,-14.876187857589656,-14.876187857589656,11749.273679733473,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.27381214278
000d7d20_3120,000d7d20,3120,gr_residual,0.3880446849320338,11764.160000000367,11749.28392446749,-14.876075532876712,-14.876320266896073,-14.876207942183129,-14.876207942183129,-14.876207942183129,11749.28392446749,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.283792058184
000d7d20_3121,000d7d20,3121,gr_residual,0.3880446849320338,11764.170000000368,11749.26986357097,-14.900136429398117,-14.900136429398117,-14.900136429398117,-14.900136429398117,-14.900136429398117,11749.26986357097,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.26986357097
000d7d20_3122,000d7d20,3122,gr_residual,0.3880446849320338,11764.180000000368,11749.26666360861,-14.913336391757184,-14.913336391757184,-14.913336391757184,-14.913336391757184,-14.913336391757184,11749.26666360861,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.26666360861
000d7d20_3123,000d7d20,3123,gr_residual,0.3880446849320338,11764.190000000368,11749.273832284369,-14.916167715999109,-14.916167715999109,-14.916167715999109,-14.916167715999109,-14.916167715999109,11749.273832284369,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.273832284369
000d7d20_3124,000d7d20,3124,gr_residual,0.3880446849320338,11764.200000000368,11749.245679921514,-14.954320078853925,-14.954320078853925,-14.954320078853925,-14.954320078853925,-14.954320078853925,11749.245679921514,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.245679921514
000d7d20_3125,000d7d20,3125,gr_residual,0.3880446849320338,11764.210000000368,11749.254989979416,-14.955010020952614,-14.955010020952614,-14.955010020952614,-14.955010020952614,-14.955010020952614,11749.254989979416,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.254989979416
000d7d20_3126,000d7d20,3126,gr_residual,0.3880446849320338,11764.220000000369,11749.2594201358,-14.96057986456799,-14.96057986456799,-14.96057986456799,-14.96057986456799,-14.96057986456799,11749.2594201358,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.2594201358
000d7d20_3127,000d7d20,3127,gr_residual,0.3880446849320338,11764.230000000369,11749.260526759075,-14.9694732412936,-14.9694732412936,-14.9694732412936,-14.9694732412936,-14.9694732412936,11749.260526759075,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.260526759075
000d7d20_3128,000d7d20,3128,gr_residual,0.3880446849320338,11764.240000000367,11749.24873035392,-14.991269646447108,-14.991269646447108,-14.991269646447108,-14.991269646447108,-14.991269646447108,11749.24873035392,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.24873035392
000d7d20_3129,000d7d20,3129,gr_residual,0.3880446849320338,11764.25000000037,11749.251519097324,-14.998480903044765,-14.998480903044765,-14.998480903044765,-14.998480903044765,-14.998480903044765,11749.251519097324,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.251519097324
000d7d20_3130,000d7d20,3130,gr_residual,0.3880446849320338,11764.26000000037,11749.24014716,-15.019852840368912,-15.019852840368912,-15.019852840368912,-15.019852840368912,-15.019852840368912,11749.24014716,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.24014716
000d7d20_3131,000d7d20,3131,gr_residual,0.3880446849320338,11764.27000000037,11749.243365924378,-15.026634075991751,-15.024980922446048,-15.025739664520236,-15.025739664520236,-15.025739664520236,11749.243365924378,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.244260335849
000d7d20_3132,000d7d20,3132,gr_residual,0.3880446849320338,11764.28000000037,11749.255019077924,-15.024980922446048,-15.026634075991751,-15.025875333917565,-15.025875333917565,-15.025875333917565,11749.255019077924,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.254124666453
000d7d20_3133,000d7d20,3133,gr_residual,0.3880446849320338,11764.29000000037,11749.25379428213,-15.036205718241035,-15.036205718241035,-15.036205718241035,-15.036205718241035,-15.036205718241035,11749.25379428213,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.25379428213
000d7d20_3134,000d7d20,3134,gr_residual,0.3880446849320338,11764.30000000037,11749.24654592933,-15.053454071039596,-15.050934524515469,-15.05209091193072,-15.05209091193072,-15.05209091193072,11749.24654592933,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.247909088439
000d7d20_3135,000d7d20,3135,gr_residual,0.3880446849320338,11764.31000000037,11749.259065475855,-15.050934524515469,-15.053454071039596,-15.052297683624346,-15.052297683624346,-15.052297683624346,11749.259065475855,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.257702316747
000d7d20_3136,000d7d20,3136,gr_residual,0.3880446849320338,11764.32000000037,11749.232320241475,-15.08767975889532,-15.083792846638971,-15.085576809099829,-15.085576809099829,-15.085576809099829,11749.232320241475,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.23442319127
000d7d20_3137,000d7d20,3137,gr_residual,0.3880446849320338,11764.330000000373,11749.246207153734,-15.083792846638971,-15.08767975889532,-15.085895796434464,-15.085895796434464,-15.085895796434464,11749.246207153734,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.244104203939
000d7d20_3138,000d7d20,3138,gr_residual,0.3880446849320338,11764.340000000371,11749.242618792505,-15.09738120786642,-15.09738120786642,-15.09738120786642,-15.09738120786642,-15.09738120786642,11749.242618792505,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.242618792505
000d7d20_3139,000d7d20,3139,gr_residual,0.3880446849320338,11764.350000000371,11749.23774155024,-15.112258450131776,-15.105416285881802,-15.108556609966307,-15.108556609966307,-15.108556609966307,11749.23774155024,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.241443390405
000d7d20_3140,000d7d20,3140,gr_residual,0.3880446849320338,11764.360000000372,11749.25458371449,-15.105416285881802,-15.112258450131776,-15.109118126047271,-15.109118126047271,-15.109118126047271,11749.25458371449,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.250881874324
000d7d20_3141,000d7d20,3141,gr_residual,0.3880446849320338,11764.370000000372,11749.255048530633,-15.114951469739026,-15.114951469739026,-15.114951469739026,-15.114951469739026,-15.114951469739026,11749.255048530633,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.255048530633
000d7d20_3142,000d7d20,3142,gr_residual,0.3880446849320338,11764.380000000372,11749.234355063949,-15.145644936423196,-15.134935398087691,-15.139850717267443,-15.139850717267443,-15.139850717267443,11749.234355063949,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.240149283105
000d7d20_3143,000d7d20,3143,gr_residual,0.3880446849320338,11764.390000000372,11749.255064602285,-15.134935398087691,-15.138171776989111,-15.136686387536386,-15.136686387536386,-15.136686387536386,11749.255064602285,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.253313612837
000d7d20_3144,000d7d20,3144,gr_residual,0.3880446849320338,11764.400000000373,11749.260948644012,-15.139051356360142,-15.139051356360142,-15.139051356360142,-15.139051356360142,-15.139051356360142,11749.260948644012,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.260948644012
000d7d20_3145,000d7d20,3145,gr_residual,0.3880446849320338,11764.410000000373,11749.271828223384,-15.138171776989111,-15.139051356360142,-15.138647658906796,-15.138647658906796,-15.138647658906796,11749.271828223384,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.271352341466
000d7d20_3146,000d7d20,3146,gr_residual,0.3880446849320338,11764.420000000371,11749.2644418173,-15.155558183070752,-15.145575955237291,-15.150157463271471,-15.150157463271471,-15.150157463271471,11749.2644418173,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.2698425371
000d7d20_3147,000d7d20,3147,gr_residual,0.3880446849320338,11764.430000000371,11749.27245377549,-15.157546224882026,-15.149429242244878,-15.153154665245214,-15.153154665245214,-15.153154665245214,11749.27245377549,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.276845335125
000d7d20_3148,000d7d20,3148,gr_residual,0.3880446849320338,11764.440000000372,11749.294424045134,-15.145575955237291,-15.155558183070752,-15.150976675036572,-15.150976675036572,-15.150976675036572,11749.294424045134,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.289023325335
000d7d20_3149,000d7d20,3149,gr_residual,0.3880446849320338,11764.450000000374,11749.300570758129,-15.149429242244878,-15.157546224882026,-15.153820801881686,-15.153820801881686,-15.153820801881686,11749.300570758129,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.296179198493
000d7d20_3150,000d7d20,3150,gr_residual,0.3880446849320338,11764.460000000374,11749.299712811357,-15.160287189017254,-15.159704974776105,-15.159972191600641,-15.159972191600641,-15.159972191600641,11749.299712811357,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.300027808773
000d7d20_3151,000d7d20,3151,gr_residual,0.3880446849320338,11764.470000000374,11749.310295025598,-15.159704974776105,-15.160287189017254,-15.160019972192721,-15.160019972192721,-15.160019972192721,11749.310295025598,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.309980028182
000d7d20_3152,000d7d20,3152,gr_residual,0.3880446849320338,11764.480000000374,11749.291575045028,-15.188424955345909,-15.160693452602573,-15.173421282976527,-15.173421282976527,-15.173421282976527,11749.291575045028,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.306578717398
000d7d20_3153,000d7d20,3153,gr_residual,0.3880446849320338,11764.490000000374,11749.300066328926,-15.18993367144867,-15.176405544199952,-15.182614501229528,-15.182614501229528,-15.182614501229528,11749.300066328926,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.307385499145
000d7d20_3154,000d7d20,3154,gr_residual,0.3880446849320338,11764.500000000377,11749.339306547774,-15.160693452602573,-15.188424955345909,-15.175697124971954,-15.175697124971954,-15.175697124971954,11749.339306547774,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.324302875404
000d7d20_3155,000d7d20,3155,gr_residual,0.3880446849320338,11764.510000000377,11749.333594456177,-15.176405544199952,-15.18993367144867,-15.183724714419094,-15.183724714419094,-15.183724714419094,11749.333594456177,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.326275285957
000d7d20_3156,000d7d20,3156,gr_residual,0.3880446849320338,11764.520000000375,11749.306788329592,-15.213211670783494,-15.213211670783494,-15.213211670783494,-15.213211670783494,-15.213211670783494,11749.306788329592,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.306788329592
000d7d20_3157,000d7d20,3157,gr_residual,0.3880446849320338,11764.530000000375,11749.314713476808,-15.215286523567556,-15.215286523567556,-15.215286523567556,-15.215286523567556,-15.215286523567556,11749.314713476808,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.314713476808
000d7d20_3158,000d7d20,3158,gr_residual,0.3880446849320338,11764.540000000376,11749.30182637359,-15.238173626785283,-15.238173626785283,-15.238173626785283,-15.238173626785283,-15.238173626785283,11749.30182637359,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.30182637359
000d7d20_3159,000d7d20,3159,gr_residual,0.3880446849320338,11764.550000000376,11749.285836318586,-15.264163681789796,-15.251966126748812,-15.257564395727435,-15.257564395727435,-15.257564395727435,11749.285836318586,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.292435604648
000d7d20_3160,000d7d20,3160,gr_residual,0.3880446849320338,11764.560000000376,11749.299540496304,-15.26045950407206,-15.26045950407206,-15.26045950407206,-15.26045950407206,-15.26045950407206,11749.299540496304,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.299540496304
000d7d20_3161,000d7d20,3161,gr_residual,0.3880446849320338,11764.570000000376,11749.318033873627,-15.251966126748812,-15.264163681789796,-15.258565412811173,-15.258565412811173,-15.258565412811173,11749.318033873627,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.311434587566
000d7d20_3162,000d7d20,3162,gr_residual,0.3880446849320338,11764.580000000376,11749.297129055092,-15.28287094528423,-15.277261260152954,-15.279835917626912,-15.279835917626912,-15.279835917626912,11749.297129055092,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.30016408275
000d7d20_3163,000d7d20,3163,gr_residual,0.3880446849320338,11764.590000000377,11749.312738740224,-15.277261260152954,-15.28287094528423,-15.280296287810273,-15.280296287810273,-15.280296287810273,11749.312738740224,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.309703712566
000d7d20_3164,000d7d20,3164,gr_residual,0.3880446849320338,11764.600000000377,11749.300420028232,-15.299579972144784,-15.299579972144784,-15.299579972144784,-15.299579972144784,-15.299579972144784,11749.300420028232,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.300420028232
000d7d20_3165,000d7d20,3165,gr_residual,0.3880446849320338,11764.610000000375,11749.287153057468,-15.322846942906835,-15.322846942906835,-15.322846942906835,-15.322846942906835,-15.322846942906835,11749.287153057468,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.287153057468
000d7d20_3166,000d7d20,3166,gr_residual,0.3880446849320338,11764.620000000376,11749.264566122974,-15.355433877401083,-15.355433877401083,-15.355433877401083,-15.355433877401083,-15.355433877401083,11749.264566122974,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.264566122974
000d7d20_3167,000d7d20,3167,gr_residual,0.3880446849320338,11764.630000000378,11749.26537004342,-15.364629956957288,-15.364629956957288,-15.364629956957288,-15.364629956957288,-15.364629956957288,11749.26537004342,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.26537004342
000d7d20_3168,000d7d20,3168,gr_residual,0.3880446849320338,11764.640000000378,11749.24166660058,-15.398333399798503,-15.387261896137716,-15.392343345270975,-15.392343345270975,-15.392343345270975,11749.24166660058,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.247656655107
000d7d20_3169,000d7d20,3169,gr_residual,0.3880446849320338,11764.650000000378,11749.26273810424,-15.387261896137716,-15.398333399798503,-15.393251950665242,-15.393251950665242,-15.393251950665242,11749.26273810424,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.256748049713
