well,split,rows,known_rows,target_rows,known_ratio,target_ratio,gr_missing_rate,baseline_slope_median,baseline_slope_std,baseline_confidence,gr_std,gr_volatility,gr_quality_score,typewell_rows,typewell_has_geology,typewell_quality_score,risk_score,route_suggestion
42669188,train,6080,1798,4282,0.2957236842105263,0.7042763157894737,0.0751985053713218,0.4899999999997817,0.3672294822795725,0.14778405049274188,25.31918900152068,6.484471528922397,0.2662821281826928,2155,1.0,0.6044407894736843,0.9710155758500886,typewell_alignment
42c538a1,train,4762,1483,3279,0.3114237715245695,0.6885762284754305,0.24306190911863373,0.06000000000130967,0.36962689349746936,0.1450420490468906,20.86554978554987,6.89100692469486,0.20303337139072744,1097,1.0,0.4803653926921462,1.0,typewell_alignment
43b06c70,train,6590,1744,4846,0.2646433990895296,0.7353566009104704,0.1648782501031779,0.3500000000003638,0.45186809479917756,0.11372103414268077,25.310427675047528,8.195807354661087,0.2689979936632278,1888,1.0,0.5364946889226101,1.0,typewell_alignment
43c7f85a,train,7484,1506,5978,0.20122928915018706,0.7987707108498129,0.5043492806958849,0.1000000000003638,0.40178077441141463,0.06719843437115386,18.039798475752708,12.675386991153381,0.1815352879087646,1409,1.0,0.4382683057188669,1.0,typewell_alignment
43e16325,train,5845,2125,3720,0.3635585970915312,0.6364414029084687,0.16048387096774194,0.3600000000005821,0.481905505041066,0.17727157036261304,17.4171384739274,6.495754354857205,0.2004531152129977,2417,1.0,0.6635158254918734,0.9628493973793224,typewell_alignment
44441e54,train,5568,1211,4357,0.21749281609195403,0.782507183908046,0.40945604773927013,0.25,0.3216007097767751,0.08362613079098996,14.241655595583564,5.781155097938229,0.12084504599182452,2475,1.0,0.6945043103448276,1.0,typewell_alignment
445af6c2,train,7998,1957,6041,0.24468617154288572,0.7553138284571143,0.1607349776527065,0.37999999999919964,0.38627512822386656,0.10745258777058662,12.094571444447046,3.9500784549852352,0.12974419599096484,2137,1.0,0.5171917979494873,1.0,typewell_alignment
4463446c,train,4729,1473,3256,0.31148234299006133,0.6885176570099387,0.1977886977886978,0.0750000000007276,0.3670514549082649,0.14910053672914392,15.83434000374055,7.200906200535024,0.19492350751751047,1088,1.0,0.4800697821949672,1.0,typewell_alignment
44a94013,train,6492,1589,4903,0.24476278496611215,0.7552372150338879,0.2502549459514583,0.1500000000014552,0.36700235206045667,0.10370686963632222,13.66847724965523,7.373757883598072,0.1746179776489821,668,1.0,0.3528958718422674,1.0,typewell_alignment
45fb3e21,train,5626,1977,3649,0.3514041948098116,0.6485958051901884,0.5661825157577418,0.5200000000004366,0.4089789360095364,0.13783584913156754,18.72588078618556,7.195809467073747,0.11320594978237278,2177,1.0,0.6369534305012442,1.0,gr_residual
460f859e,train,4982,1646,3336,0.33038940184664795,0.6696105981533521,0.6205035971223022,0.2899999999990541,0.37632228964420733,0.12363579523123236,25.384751172051722,11.954527779639234,0.1509428917953611,1607,1.0,0.5725612203934163,1.0,typewell_alignment
4630ab92,train,5307,1934,3373,0.36442434520444694,0.635575654795553,0.27334716869255854,0.4699999999975262,0.44399897989583853,0.17140294355254312,22.06161632790192,7.38985963536302,0.20759184833932487,4421,1.0,1.0,0.9969338486205964,typewell_alignment
463c38f2,train,6048,1588,4460,0.26256613756613756,0.7374338624338624,0.22780269058295965,0.07000000000152795,0.3494001154533502,0.11690335575859029,17.305168129497183,5.876982090855676,0.17428257183981297,2458,1.0,0.656415343915344,1.0,typewell_alignment
4654e7de,train,7010,1637,5373,0.23352353780313836,0.7664764621968616,0.05025125628140704,0.1500000000014552,0.3954489787038569,0.10642325418293457,11.03205907639114,4.134275666522988,0.1440159889620298,1517,1.0,0.46640513552068474,1.0,typewell_alignment
466fc788,train,7767,1570,6197,0.20213724732844085,0.7978627526715592,0.4797482652896563,0.42000000000007276,1.0974999378731904,0.04590623926781478,18.840934912440645,6.0205232834534606,0.12390643534012556,4112,1.0,0.7794193382258272,1.0,typewell_alignment
46a301e9,train,9962,1736,8226,0.17426219634611523,0.8257378036538847,0.4564794553853635,0.20999999999912689,0.4911178273877307,0.05461368438798695,28.646400883663496,4.4078849217185,0.14522744157463408,2133,1.0,0.4641136318008432,1.0,typewell_alignment
46a7190b,train,5646,1431,4215,0.2534537725823592,0.7465462274176408,0.4099644128113879,0.1400000000012369,0.4409358079337358,0.09365786944205352,15.76877618238115,8.81836595708771,0.16221386417329292,1384,1.0,0.4951292950761601,1.0,typewell_alignment
46d24a09,train,6123,1674,4449,0.27339539441450267,0.7266046055854973,0.21038435603506406,0.25,0.3851321109797699,0.12153507312026215,16.58469825311695,5.2578240342305875,0.16488030965723538,1665,1.0,0.5219255267025968,1.0,typewell_alignment
46d41ff6,train,9226,1325,7901,0.14361586819856925,0.8563841318014307,0.3350208834324769,0.010000000002037268,0.3879086369772645,0.05029464387798011,15.13155299041797,5.233106670639601,0.1324866751390532,1220,1.0,0.3822349880771732,1.0,typewell_alignment
46dfcfca,train,4921,1315,3606,0.2672221093273725,0.7327778906726276,0.5268996117581808,0.12000000000080036,0.4867528180984696,0.09033033330599867,18.44734924338498,9.50563477448821,0.14448894060264283,1271,1.0,0.5082808372282057,1.0,typewell_alignment
47222616,train,5835,1429,4406,0.24490145672664954,0.7550985432733505,0.18883340898774398,0.22000000000116415,0.3589729812369616,0.10806257720557085,17.351545652904676,7.7939122533062,0.2144119380136372,1208,1.0,0.45702656383890317,1.0,typewell_alignment
47ee27ab,train,8274,1877,6397,0.22685520908871162,0.7731447909112884,0.16726590589338752,0.3999999999996362,0.4545121565004212,0.09242937881048181,16.179274864083332,6.358279031374843,0.190101575818157,2191,1.0,0.5148054145516074,1.0,typewell_alignment
481de5fc,train,7694,1742,5952,0.2264101897582532,0.7735898102417468,0.37163978494623656,0.27999999999883585,0.46361944278983397,0.08140433815589407,18.1992052579811,5.987388416461486,0.1467175867702667,1874,1.0,0.4935664153886145,1.0,typewell_alignment
48c1f673,train,4666,1749,2917,0.37483926275182167,0.6251607372481783,0.03599588618443606,0.5200000000004366,0.41331270388541547,0.20830395672218255,14.165793517502571,1.8979464493409122,0.12194183386391517,1989,1.0,0.6762751821688813,0.9006950148239266,typewell_alignment
4936af16,train,5559,1568,3991,0.282065119625832,0.717934880374168,0.5590077674768229,0.18000000000029104,0.4110547548624874,0.10030489150847112,18.93950923209944,9.647482108747985,0.137290396337014,1480,1.0,0.5162349343407088,1.0,typewell_alignment
493b5b31,train,6884,2213,4671,0.3214700755374782,0.6785299244625218,0.047099122243630914,0.43000000000029104,0.4250498805737648,0.1623161338504582,31.962122808549136,3.3829726128404234,0.2548273444391738,2633,1.0,0.6324811156304474,0.9494586467104495,typewell_alignment
49dbc14c,train,5198,1326,3872,0.2550981146594844,0.7449018853405156,0.6738119834710744,0.15999999999985448,0.39446230104025426,0.08142288862249039,20.839658271350515,12.489542233030578,0.12396407264613261,1272,1.0,0.494709503655252,1.0,typewell_alignment
4a035ec2,train,4522,1934,2588,0.42768686421937196,0.572313135780628,0.08693972179289026,0.3899999999994179,0.3946035892157491,0.25627726596074385,12.285518476597328,4.75909332820961,0.15701564980387675,1933,1.0,0.6774657231313579,0.8654576644874787,typewell_alignment
4a335117,train,6727,1712,5015,0.25449680392448343,0.7455031960755166,0.2875373878364905,0.3499999999985448,0.9592737950083688,0.07459312471280176,23.94667085132717,12.800634296048926,0.28903138987923355,2440,1.0,0.6127174074624646,1.0,typewell_alignment
4a8ecc0b,train,7374,1565,5809,0.21223216707350148,0.7877678329264985,0.01996901359958685,0.5900000000001455,0.4357436709165986,0.09288552719226736,21.11100159374107,6.285712353973706,0.2525128307937245,2096,1.0,0.534241931109303,1.0,typewell_alignment
4b462989,train,4738,1632,3106,0.344449134655973,0.6555508653440271,0.3966516419832582,0.2800000000024738,0.4079852175736945,0.14958515916686058,12.848989709577383,4.367551819765774,0.1011557096517213,1746,1.0,0.6185099197973829,1.0,gr_residual
4b831d20,train,9433,2121,7312,0.22484893459132832,0.7751510654086717,0.038840262582056896,0.3999999999996362,0.5743383758129594,0.09033569313551099,15.662841774587013,3.3598676102362104,0.15867796994577904,2762,1.0,0.5428018657903106,1.0,typewell_alignment
4c2208f5,train,7248,1864,5384,0.2571743929359823,0.7428256070640177,0.037704309063893014,0.25,0.42257874266534556,0.11939028827230032,17.86574655366484,3.3988483836076426,0.1728647613484925,2171,1.0,0.5495309050772628,0.9900357889936728,typewell_alignment
4c3168cf,train,5959,1625,4334,0.2726967612015439,0.7273032387984562,0.23534840793724043,0.21999999999934516,0.4362182548248202,0.11517096263718586,19.336337141806194,7.425298390725325,0.2059650808460857,1719,1.0,0.5384712200033563,1.0,typewell_alignment
4c3df468,train,6903,1511,5392,0.21889033753440534,0.7811096624655947,0.5070474777448071,0.05999999999949068,0.379102211458911,0.07584101409128513,18.888582077750797,12.471588714062767,0.1811528608691046,1314,1.0,0.4403520208604954,1.0,typewell_alignment
4caa7289,train,6854,1458,5396,0.21272249781149694,0.787277502188503,0.6123054114158636,0.05999999999949068,0.4066790129530024,0.06663838731500682,16.06988026720885,7.690386913328,0.09856921292575968,1374,1.0,0.45046688065363294,1.0,baseline_fallback
4cd1ac61,train,6709,2220,4489,0.3308987926665673,0.6691012073334327,0.11940298507462686,0.32999999999992724,0.4551390084361432,0.15978449594477964,30.059279184376212,9.43713266570514,0.3316444141010566,2357,1.0,0.60131912356536,0.970066250323877,typewell_alignment
4cecf7b3,train,7676,1657,6019,0.2158676393955185,0.7841323606044815,0.48297059312178103,0.13999999999941792,0.4018871345825508,0.07447647670413833,15.157873008261125,5.159860373340836,0.10233765403678559,2662,1.0,0.5967952058363731,1.0,gr_residual
4ddde4c1,train,6417,1945,4472,0.30310113760324137,0.6968988623967586,0.07535778175313058,0.410000000000764,0.4208431571205858,0.14728607453414844,22.523908039788754,3.1689227368296344,0.1887683718110692,2185,1.0,0.5905017921146953,0.9715533709041342,typewell_alignment
4e050c92,train,5236,1531,3705,0.29239877769289535,0.7076012223071046,0.19406207827260458,0.1999999999998181,0.400315353978107,0.13323059084613642,14.598428271831498,5.055868811381419,0.15502824643421154,2659,1.0,0.7578304048892284,1.0,typewell_alignment
4ed93db6,train,6496,1839,4657,0.2830972906403941,0.7169027093596059,0.037363109297831223,0.4500000000007276,0.45631304133328454,0.13304566210126353,16.319473820997228,5.186105027522909,0.19803251747686706,2108,1.0,0.5745073891625616,0.9762951152231942,typewell_alignment
4f3eb9e9,train,5911,1214,4697,0.20537980037218745,0.7946201996278126,0.049819033425590804,0.019999999998617568,0.21716638072247094,0.1035292577789093,15.087277639837604,5.347017949928288,0.19121046899655506,820,1.0,0.3887244121130097,1.0,typewell_alignment
4f4ac5ce,train,6899,1737,5162,0.2517756196550225,0.7482243803449775,0.5984114684230918,0.2600000000002183,0.3798539452150223,0.08544944425918287,15.564920327486023,8.649709551573842,0.10853931751283269,707,1.0,0.3524786200898681,1.0,gr_residual
4f4afcc6,train,7184,1539,5645,0.2142260579064588,0.7857739420935412,0.07263064658990256,0.25499999999919964,0.3767538784724758,0.09541646500040392,11.821781451008945,4.018231989284722,0.14304744041245515,1523,1.0,0.4619988864142539,1.0,typewell_alignment
4f69febf,train,7599,2139,5460,0.28148440584287404,0.718515594157126,0.02857142857142857,0.6900000000005093,0.43507140658354826,0.13454441837383505,21.253532096013487,6.882283548179338,0.2627522395189948,2590,1.0,0.5908343203053033,0.9725984387690221,typewell_alignment
4fbe9c06,train,7938,1651,6287,0.20798689846308893,0.7920131015369111,0.6146015587720693,0.36999999999989086,0.4296945302319953,0.0636172747246207,13.30286012164831,8.540799621761142,0.09787535193856474,1812,1.0,0.4782690854119426,1.0,baseline_fallback
504c8b08,train,8012,1645,6367,0.20531702446330505,0.794682975536695,0.18595885032197268,0.5149999999994179,0.46951748305687535,0.07973397913452827,25.338535656040303,11.410052992616796,0.3146813699736945,1956,1.0,0.4941337993010484,1.0,typewell_alignment
511e1db0,train,5645,1824,3821,0.3231178033658105,0.6768821966341896,0.05679141585972258,0.26999999999861757,0.4145318993206269,0.16394360456959703,18.490797521501406,6.160593107244945,0.22521872947972646,3428,1.0,0.8572630646589903,0.9502542493953336,typewell_alignment
512943b2,train,6681,1652,5029,0.24726837299805418,0.7527316270019458,0.7713263074169815,0.26999999999861757,0.4782660184703847,0.0682578149926313,23.563058971058112,10.801125521127618,0.08307523828602414,1887,1.0,0.5324427480916031,1.0,baseline_fallback
5138a660,train,4829,1270,3559,0.2629944087802858,0.7370055912197142,0.38746838999719024,0.23999999999978172,0.2545157890115615,0.1146694809712137,17.75616739878761,11.479071821400519,0.20860222315862428,2138,1.0,0.6927417684820874,1.0,typewell_alignment
516088b7,train,8300,1655,6645,0.19939759036144578,0.8006024096385542,0.5921745673438675,0.47000000000116415,0.42418249804359115,0.06154973447016834,15.865594091603361,8.107000009800547,0.10656477057302056,1742,1.0,0.45987951807228916,1.0,gr_residual
521a7819,train,7224,2024,5200,0.28017718715393136,0.7198228128460686,0.15788461538461537,0.3099999999994907,0.4045226250231657,0.12762485548316718,17.103568524523958,7.21038617240188,0.21145940616048492,2087,1.0,0.5388981173864895,1.0,typewell_alignment
5254b6db,train,5115,1841,3274,0.35992179863147605,0.640078201368524,0.21991447770311545,0.2999999999992724,0.42131101418061445,0.1760625017268453,19.713639335379874,7.50462022184024,0.21319944069108143,1967,1.0,0.63455522971652,0.9789161176989335,typewell_alignment
529e88ca,train,5253,1836,3417,0.34951456310679613,0.6504854368932039,0.549897570968686,0.37999999999919964,0.43150282780684635,0.13607369454171805,25.666147496577263,7.578874442250265,0.14042786674113758,1959,1.0,0.6229297544260423,1.0,typewell_alignment
52f1e77a,train,6053,1611,4442,0.2661490170163555,0.7338509829836445,0.062359297613687525,0.13999999999941792,0.38013723747665706,0.12729401061800563,13.853823937438472,2.906913435291865,0.1356997396513412,1328,1.0,0.4693953411531472,0.9882958137854163,typewell_alignment
5305524b,train,6457,1559,4898,0.2414433947653709,0.7585566052346291,0.35443037974683544,0.23999999999978172,0.36344952428454397,0.09603831668822428,18.396146647749948,10.516913872900062,0.21001296068770076,636,1.0,0.3484977543750968,1.0,typewell_alignment
53134831,train,7214,2088,5126,0.2894372054338786,0.7105627945661215,0.5793991416309013,0.32000000000152795,0.42898682005487954,0.10123618032377286,18.520888392394696,9.632703165510359,0.1297173491190646,4194,1.0,0.831369559190463,1.0,typewell_alignment
5397ceb1,train,6811,1556,5255,0.22845397151666422,0.7715460284833358,0.08544243577545195,0.15999999999985448,0.44860321742351333,0.09783536377141999,18.168568654141044,5.776963484430111,0.20951857489480188,1525,1.0,0.4739025106445456,1.0,typewell_alignment
53f23031,train,10200,1650,8550,0.16176470588235295,0.8382352941176471,0.04105263157894737,0.3899999999994179,0.40642410624951986,0.06719923117922251,14.867800065049122,7.901375399642776,0.2406490488440682,1823,1.0,0.4287254901960784,1.0,typewell_alignment
543198e8,train,8311,1808,6503,0.21754301528095296,0.782456984719047,0.2755651237890204,0.3899999999994179,0.41692952293827196,0.08459081890144125,14.96623715322443,5.462523056160458,0.14690774527628636,2011,1.0,0.4919684755143785,1.0,typewell_alignment
54753541,train,5679,1653,4026,0.2910723718964606,0.7089276281035394,0.2985593641331346,0.10999999999876309,0.3671910722867063,0.1277399314717978,16.75143281163771,5.917941523314641,0.1564600413219614,1251,1.0,0.4702852614896989,1.0,typewell_alignment
54a7e3c2,train,7893,1738,6155,0.22019510959077665,0.7798048904092234,0.3445978878960195,0.2000000000007276,0.3675353480314916,0.08545287281160684,21.849379461569843,8.294105532060899,0.19822029471998429,1609,1.0,0.4538515139997466,1.0,typewell_alignment
5542c301,train,5433,1842,3591,0.3390392048591938,0.6609607951408062,0.48120300751879697,0.48000000000138243,0.4553184778059152,0.13383075079656936,15.940295871663082,7.056773863959961,0.12490677087909363,2135,1.0,0.6429688937971655,1.0,typewell_alignment
5567d551,train,8390,1501,6889,0.17890345649582837,0.8210965435041716,0.6619248076643925,0.13000000000101863,0.4191081011969208,0.05136053700651001,13.324872985154375,7.600980520192354,0.07954911525921224,1452,1.0,0.42306317044100117,1.0,baseline_fallback
55efee7f,train,6577,1776,4801,0.27003192945111754,0.7299680705488825,0.011039366798583628,0.5,0.38689332903780793,0.13262774704771685,21.049573887536447,11.553618888721322,0.35862898454189146,3769,1.0,0.8230576250570169,0.9701320946519291,typewell_alignment
5663b2b7,train,6907,1935,4972,0.2801505718835964,0.7198494281164036,0.1566773934030571,0.4500000000007276,0.4478916698207278,0.12386686269350546,20.10341991037798,5.814788955597993,0.20403528757900055,2171,1.0,0.5643188070073838,1.0,typewell_alignment
5693dde2,train,4846,1358,3488,0.2802311184482047,0.7197688815517953,0.5874426605504587,0.030000000000654836,0.42323004909173617,0.09660381638880686,13.613507770758206,10.849641374058047,0.12462418700075896,2326,1.0,0.7299834915394139,1.0,typewell_alignment
56b00794,train,7293,1228,6065,0.16838063896887426,0.8316193610311258,0.4314921681780709,0.040000000000873115,0.38128323948802134,0.05747930650951157,12.170976063235214,8.300312083176017,0.13762144359745046,1145,1.0,0.4069998628822158,1.0,typewell_alignment
57796579,train,7622,1732,5890,0.22723694568354763,0.7727630543164524,0.06723259762308999,0.3899999999994179,0.5226898792908861,0.09331269501176351,11.395830573510489,3.87173967463298,0.13866402169212025,4014,1.0,0.7766334295460509,1.0,typewell_alignment
577eec7c,train,6085,1546,4539,0.2540673788003287,0.7459326211996713,0.34236615994712494,0.27999999999883585,0.39251861636472396,0.10136240578297656,15.166352570151066,5.253904436019482,0.131439823742508,8236,1.0,1.0,1.0,typewell_alignment
57f05c51,train,6478,1707,4771,0.26350725532571784,0.7364927446742822,0.05805910710542863,0.6000000000003638,0.45448851350540825,0.11942350807552328,25.706121990134463,3.721391701295981,0.2214419173151089,2380,1.0,0.6173973448595245,0.9950912687008339,typewell_alignment
58850d2c,train,6918,1923,4995,0.2779705117085863,0.7220294882914137,0.022022022022022022,0.4500000000007276,0.38424305499815237,0.13752856107945208,18.571741406392537,5.759404611216411,0.22616863069664975,1877,1.0,0.5213211910956924,0.9679769444260534,typewell_alignment
58fa8486,train,6126,1651,4475,0.2695070192621613,0.7304929807378387,0.28268156424581004,0.23999999999887223,0.505604733191745,0.10520439981531465,17.941094180471502,7.545968535985084,0.18869148201250324,1894,1.0,0.5591740124061377,1.0,typewell_alignment
591cc951,train,6669,2060,4609,0.30889188783925625,0.6911081121607437,0.009112605771316989,0.28000000000065484,0.41445347119810905,0.15727458644725192,15.011854650097527,8.45249073918641,0.26047844007073295,4005,1.0,0.8505398110661269,0.9450035649955774,typewell_alignment
593876b6,train,6366,1524,4842,0.23939679547596607,0.760603204524034,0.03593556381660471,0.22999999999956344,0.35903643633749466,0.1137168502180973,15.290423154308185,4.80801287426184,0.18483564177365275,1420,1.0,0.47306000628338046,0.9952670407360539,typewell_alignment
59f8b2e8,train,5668,1921,3747,0.33892025405786874,0.6610797459421313,0.337336535895383,0.23999999999978172,0.3942232042730688,0.15284658064989592,14.964728996156966,5.482781673624855,0.13464340166034727,1728,1.0,0.5548694424841214,1.0,typewell_alignment
5a1a8fd8,train,6814,1554,5260,0.22805987672439096,0.771940123275609,0.5304182509505704,0.38000000000101863,0.42310419900597734,0.07627150721866445,18.138231371269374,7.213685945701512,0.12098194534441552,3282,1.0,0.7316554153213971,1.0,typewell_alignment
5a5269a9,train,8053,1540,6513,0.1912330808394387,0.8087669191605613,0.46338093044679873,0.25,0.3932454233430731,0.06519559372475316,13.364182429752441,8.147021589554173,0.1322586625302843,1424,1.0,0.4268285111138706,1.0,typewell_alignment
5a5d1982,train,5446,1552,3894,0.28497980168931325,0.7150201983106867,0.2840267077555213,0.38000000000101863,0.4375047052764383,0.11894249044645543,15.02686866356249,8.830858486833975,0.1936959054156238,1739,1.0,0.5693169298567756,1.0,typewell_alignment
5a63b5d1,train,8052,1835,6217,0.22789369100844512,0.7721063089915549,0.546244169213447,0.28000000000065484,0.4077509536032955,0.07620103133916821,13.976821142635387,8.420703937706786,0.11605677077955719,1814,1.0,0.4752856433184302,1.0,gr_residual
5aa03df7,train,6752,1881,4871,0.27858412322274884,0.7214158767772512,0.3319646889755697,0.464999999999236,0.4673383452109204,0.10974522869237648,16.04492686840725,6.87485272323347,0.1588439982373777,2277,1.0,0.5872334123222749,1.0,typewell_alignment
5aa403d0,train,4702,1584,3118,0.3368779242875372,0.6631220757124627,0.5792174470814625,0.22999999999774445,0.41081066565591395,0.12790218277265777,15.375554157321599,4.625298647894011,0.07936093027927388,1702,1.0,0.6119736282433007,1.0,geometry_residual
5aef5c6c,train,4853,1732,3121,0.3568926437255306,0.6431073562744694,0.6507529637936559,0.37999999999919964,0.3981726515698968,0.13388280335586844,17.402499034081213,7.77395113068911,0.09228665790410152,822,1.0,0.4193797650937564,1.0,geometry_residual
5b7b6324,train,8197,1633,6564,0.19921922654629742,0.8007807734537026,0.5402193784277879,0.10999999999876309,0.4075524009680119,0.06450310832331388,13.901061202409293,7.429737586276452,0.10826747831171418,1470,1.0,0.42933390264731,1.0,gr_residual
5bd25f59,train,6120,1910,4210,0.31209150326797386,0.6879084967320261,0.021852731591448932,0.569999999999709,0.4157652059939873,0.1584742356971926,16.995531433869004,2.2762062859028136,0.14843012826274565,2265,1.0,0.6200980392156863,0.9469889472006695,typewell_alignment
5beded95,train,4779,1722,3057,0.3603264281230383,0.6396735718769617,0.6234870788354596,0.3899999999994179,0.41017889751195974,0.13746236072841334,19.8035634995831,8.534930685090147,0.11087209332545014,1906,1.0,0.6488282067378113,1.0,gr_residual
5cb483ac,train,5206,1354,3852,0.26008451786400305,0.7399154821359969,0.11941848390446522,0.18000000000029104,0.4224259667334073,0.11618093998702142,16.431108477185145,6.103140405784332,0.1979170677167015,2580,1.0,0.7455820207452939,1.0,typewell_alignment
5cdd8dbc,train,5751,1741,4010,0.3027299600069553,0.6972700399930447,0.41970074812967584,0.4099999999998545,0.3930593664787729,0.123130067345,27.456243132144987,9.658757715035508,0.21167963095034567,1758,1.0,0.5556859676577987,1.0,typewell_alignment
5d11dfb5,train,7643,1748,5895,0.22870600549522438,0.7712939945047756,0.495843935538592,0.32999999999992724,0.5408511122264132,0.07236521393938922,17.935537444235912,5.756471498398538,0.11455763764062618,2071,1.0,0.5209668978149942,1.0,gr_residual
5d7198fd,train,4797,1429,3368,0.2978945174067125,0.7021054825932874,0.041270783847980996,0.039999999999054126,0.25228134138859754,0.1659100316278451,13.975805106602117,5.17693984855648,0.1830094988798668,1417,1.0,0.5453929539295392,0.9444076643341501,typewell_alignment
5def1ce5,train,7997,1554,6443,0.19432287107665375,0.8056771289233463,0.027161260282477107,0.18000000000029104,0.3897472469748638,0.08559702226404617,11.309648155297086,6.096556930047271,0.18738473432166527,1516,1.0,0.4395710891584344,1.0,typewell_alignment
5eae34a8,train,6652,1748,4904,0.2627781118460613,0.7372218881539386,0.4641109298531811,0.25,0.4155608418716528,0.09668570869137534,15.049633042081625,7.326441806517471,0.1289290383496633,751,1.0,0.36289837642814193,1.0,typewell_alignment
5f4d2a52,train,7112,1887,5225,0.26532620922384703,0.734673790776153,0.21511961722488038,0.32999999999992724,0.43746726478935694,0.11210804186548899,28.204457667263437,8.65918946920045,0.2742855934637066,1927,1.0,0.5209505061867267,1.0,typewell_alignment
5f6756c5,train,8064,2133,5931,0.26450892857142855,0.7354910714285714,0.03237228123419322,0.31999999999970896,0.5254657856512112,0.11596939745972444,16.35751554856732,5.273416732796798,0.20097899315850457,4346,1.0,0.7889384920634921,0.9921236728488239,typewell_alignment
5f75f796,train,7324,1762,5562,0.2405789186237029,0.7594210813762972,0.5016181229773463,0.5100000000020373,0.43862472407329367,0.08248783783120273,14.612043145930762,7.0769302391085285,0.11605513483628681,1948,1.0,0.5159748771163299,1.0,gr_residual
5fb1c15f,train,4857,1997,2860,0.41115915173975703,0.588840848260243,0.5237762237762238,0.3000000000001819,0.40331805840815826,0.1836318976982846,18.206958928421972,6.8863283573813625,0.11977983298365745,1897,1.0,0.6405703108914969,1.0,gr_residual
5fffa282,train,6223,2022,4201,0.3249236702555038,0.6750763297444963,0.07998095691502023,0.4399999999986903,0.4176067959184073,0.1629739636304263,22.611682430563633,6.164781096747786,0.24345418531109417,2158,1.0,0.5967780813112646,0.9570212755983287,typewell_alignment
60e37807,train,4641,1942,2699,0.418444300797242,0.5815556992027581,0.025935531678399407,0.4099999999998545,0.4443934899261678,0.24584544093635635,18.26345231664266,5.618293694647002,0.2206377300268151,2205,1.0,0.7251131221719457,0.8606384419832435,typewell_alignment
61f27424,train,8341,2121,6220,0.2542860568277185,0.7457139431722815,0.07652733118971061,0.6100000000005821,0.4107948316793007,0.1162284516034129,15.831644907459147,3.3597490490161133,0.1534282995062306,2799,1.0,0.5855712744275267,1.0,typewell_alignment
62569ae3,train,5242,1654,3588,0.3155284242655475,0.6844715757344525,0.3124303232998885,0.3100000000013097,0.4283574345220135,0.13615948277911483,16.035213826351196,6.090324914717724,0.15265874706723107,1824,1.0,0.5979587943533002,1.0,typewell_alignment
62a6f539,train,5253,1560,3693,0.29697315819531694,0.703026841804683,0.6999729217438397,0.25,0.4280804185735674,0.09613577537496094,28.16299996569252,12.009557963147921,0.12487424295309466,1630,1.0,0.5602988768322863,1.0,typewell_alignment
633774dc,train,7972,1739,6233,0.21813848469643754,0.7818615153035625,0.3641905984277234,0.3899999999994179,0.45974967932447175,0.07816220006748299,23.65207690697315,7.963500854565732,0.19525420465626045,1871,1.0,0.48469643753135977,1.0,typewell_alignment
63559d57,train,5810,1741,4069,0.29965576592082616,0.7003442340791738,0.6586384861145245,0.18000000000029104,0.41417610850600867,0.1014596676897147,15.611036158115972,5.787534753018845,0.07281912585070233,3428,1.0,0.8400172117039587,1.0,geometry_residual
647f2a41,train,5836,1955,3881,0.3349897189856066,0.6650102810143934,0.43442411749549087,0.28000000000065484,0.4524796878213047,0.1357397929458995,19.268070285811486,7.914361993842896,0.1576331694829115,2086,1.0,0.6074366004112406,1.0,typewell_alignment
65156b96,train,5046,1825,3221,0.36167261196987716,0.6383273880301229,0.050294939459795095,0.3600000000005821,0.4375726062900026,0.19211057996194805,12.1878148815235,3.9717945579197282,0.14778335200858628,1862,1.0,0.6190051525961158,0.9204631549030007,typewell_alignment
653612bc,train,5946,1341,4605,0.2255297679112008,0.7744702320887992,0.035613463626492946,0.2999999999992724,0.36695830739351987,0.10461906448482983,8.309781505273085,3.3256126975879683,0.11423003098925066,1318,1.0,0.47166162125798855,1.0,gr_residual
656a067b,train,4896,1845,3051,0.37683823529411764,0.6231617647058824,0.20419534578826615,0.38999999999759893,0.47479753942559133,0.1840860419270114,24.68781367609676,9.628024511919842,0.2760322657599462,1940,1.0,0.6462418300653594,0.9669627945200552,typewell_alignment
65a5466a,train,6117,1434,4683,0.23442864149092693,0.7655713585090731,0.2746102925475123,0.17000000000007276,0.39344403974166975,0.09479003266773402,13.459728708903592,6.927133573284872,0.1615196071150723,1282,1.0,0.45957985940820667,1.0,typewell_alignment
660d9546,train,6140,1408,4732,0.2293159609120521,0.7706840390879479,0.2081572273879966,0.19000000000050932,0.36969300900435154,0.09731383497921066,14.381535950297838,4.732684704479558,0.14612531419901428,1257,1.0,0.4547231270358306,1.0,typewell_alignment
6767c111,train,8354,1571,6783,0.18805362700502753,0.8119463729949725,0.4820875718708536,0.3400000000001455,0.4379329996970095,0.061122687696816495,26.3079898104013,12.239549014903924,0.21193800900217796,1561,1.0,0.4368565956428059,1.0,typewell_alignment
67847288,train,9174,1745,7429,0.19021146718988446,0.8097885328101155,0.4664153991115897,0.29500000000007276,0.4031912849649586,0.06417944275468646,14.643744732730111,7.871984342748379,0.13284287177903892,1987,1.0,0.46659036407237847,1.0,typewell_alignment
